"Kod";"Nazwa";"samochody osobowe;ogółem;2015;[szt.]";"samochody osobowe;ogółem;2016;[szt.]";"samochody osobowe;ogółem;2017;[szt.]";"samochody osobowe;ogółem;2018;[szt.]";"samochody osobowe;ogółem;2019;[szt.]";"samochody osobowe;ogółem;2020;[szt.]";"samochody osobowe;ogółem;2021;[szt.]";"samochody osobowe;ogółem;2022;[szt.]";"samochody osobowe;ogółem;2023;[szt.]";"samochody osobowe;ogółem;2024;[szt.]";"samochody osobowe;benzyna;2015;[szt.]";"samochody osobowe;benzyna;2016;[szt.]";"samochody osobowe;benzyna;2017;[szt.]";"samochody osobowe;benzyna;2018;[szt.]";"samochody osobowe;benzyna;2019;[szt.]";"samochody osobowe;benzyna;2020;[szt.]";"samochody osobowe;benzyna;2021;[szt.]";"samochody osobowe;benzyna;2022;[szt.]";"samochody osobowe;benzyna;2023;[szt.]";"samochody osobowe;benzyna;2024;[szt.]";"samochody osobowe;olej napędowy;2015;[szt.]";"samochody osobowe;olej napędowy;2016;[szt.]";"samochody osobowe;olej napędowy;2017;[szt.]";"samochody osobowe;olej napędowy;2018;[szt.]";"samochody osobowe;olej napędowy;2019;[szt.]";"samochody osobowe;olej napędowy;2020;[szt.]";"samochody osobowe;olej napędowy;2021;[szt.]";"samochody osobowe;olej napędowy;2022;[szt.]";"samochody osobowe;olej napędowy;2023;[szt.]";"samochody osobowe;olej napędowy;2024;[szt.]";"samochody osobowe;gaz (LPG);2015;[szt.]";"samochody osobowe;gaz (LPG);2016;[szt.]";"samochody osobowe;gaz (LPG);2017;[szt.]";"samochody osobowe;gaz (LPG);2018;[szt.]";"samochody osobowe;gaz (LPG);2019;[szt.]";"samochody osobowe;gaz (LPG);2020;[szt.]";"samochody osobowe;gaz (LPG);2021;[szt.]";"samochody osobowe;gaz (LPG);2022;[szt.]";"samochody osobowe;gaz (LPG);2023;[szt.]";"samochody osobowe;gaz (LPG);2024;[szt.]";"samochody osobowe;pozostałe;2015;[szt.]";"samochody osobowe;pozostałe;2016;[szt.]";"samochody osobowe;pozostałe;2017;[szt.]";"samochody osobowe;pozostałe;2018;[szt.]";"samochody osobowe;pozostałe;2019;[szt.]";"samochody osobowe;pozostałe;2020;[szt.]";"samochody osobowe;pozostałe;2021;[szt.]";"samochody osobowe;pozostałe;2022;[szt.]";"samochody osobowe;pozostałe;2023;[szt.]";"samochody osobowe;pozostałe;2024;[szt.]";
1465000;"Powiat m. st. Warszawa";1131120;1194068;1261803;1332923;1393218;1425475;1460479;1518315;1574854;1336242;684795;715039;755220;789401;829595;846125;859485;883381;902188;675557;354186;380341;400180;416511;416450;410753;398238;393389;386212;366995;84606;89283;91031;100978;103047;106891;110526;113727;117847;108750;7533;9405;15372;26033;44126;61706;92230;127818;168607;184940;
